feature_type,feature_id,feature_name,part_id,point_order,point_kind,longitude,latitude
building,biosystems_lab,Biosystems and Agricultural Engineering Lab,,0,point,-97.07519933911327,36.126354182726494
building,greenhouse_learning,Greenhouse Learning Center,,0,point,-97.07422357136227,36.125561167677766
building,iba_hall,IBA Hall,,0,point,-97.0749644320621,36.12493842631828
building,uhs,University Health Services,,0,point,-97.0739585480225,36.12496761742986
building,kerr_hall,Kerr Hall,,0,point,-97.07388508850764,36.12434012202967
building,kerr_drummond,Kerr-Drummond Cafeteria,,0,point,-97.07379139338751,36.123914864327155
building,drummond_hall,Drummond Hall,,0,point,-97.07387616516287,36.12346798086927
building,central_market,Central Market Place,,0,point,-97.0747060362268,36.12347518868716
building,north_classroom,North Classroom,,0,point,-97.07133836590928,36.126341505206604
building,animal_sciences,Animal Sciences,,0,point,-97.07219969176354,36.12592797068453
building,ag_hall,Agricultural Hall,,0,point,-97.07115766817762,36.12531009739823
building,noble,Noble Research Center,,0,point,-97.06970003980886,36.124444093583605
building,bellmon,Henry Bellmon Research Center,,0,point,-97.07146485432145,36.1240694709957
building,life_science_west,Life Science West,,0,point,-97.07147893337651,36.123044240101045
building,life_science_east,Life Sciences East,,0,point,-97.07065878710593,36.12320986713961
building,library,Edmon Low Library,,0,point,-97.06969506587038,36.12303958168953
building,engineering_south,Engineering South,,0,point,-97.06861690273814,36.12320013655241
building,classroom_building,Classroom Building,,0,point,-97.06873134463484,36.12196434217538
building,whitehurst,Whitehurst,,0,point,-97.07071299642543,36.121974072915755
building,math_sciences,Math Sciences,,0,point,-97.07148397341385,36.122129764597624
building,willard,Willard,,0,point,-97.07115907443067,36.12133880620794
building,student_union,Student Union,,0,point,-97.06827326473093,36.12130528893705
building,psychology,Psychology,,0,point,-97.07262249349247,36.120921747625175
building,social_sciences,Social Sciences and Humanities,,0,point,-97.0722164690357,36.120172635985206
building,south_hall,Stout Hall,,0,point,-97.07354604740694,36.12019426034454
building,gab,General Academic Building,,0,point,-97.0672888352007,36.12212547632304
building,business,Business Building,,0,point,-97.06698797347748,36.12257211514646
building,architecture,Donald W. Reynolds School of Architecture,,0,point,-97.06652471060497,36.12384462293916
building,thatcher,Thatcher Hall,,0,point,-97.06545272571434,36.12296429648587
building,gallagher_iba,Gallagher-Iba Arena,,0,point,-97.0651891960954,36.125725746462706
building,boone_pickens,Boone Pickens Stadium,,0,point,-97.06685345263811,36.12569652336948
building,wrestling_hof,National Wrestling Hall of Fame,,0,point,-97.06326927115624,36.126498693329324
building,bennett_chapel,Bennett Memorial Chapel,,0,point,-97.06778351864018,36.1200362066331
building,gundersen,Gundersen,,0,point,-97.06730660318769,36.12143656954946
building,conoco_phillips,ConocoPhillips OSU Alumni Center,,0,point,-97.06731640643315,36.12081890371775
building,seretean,Seretean Center for the Performing Arts,,0,point,-97.06562534659194,36.12111189965398
building,campus_fire_station,Campus Fire Station,,0,point,-97.06543418330554,36.12001513898137
poi,library_lawn,Library Lawn,,0,point,-97.06969050740152,36.122323267868396
poi,engineering_lawn,Engineering Lawn,,0,point,-97.06873447314234,36.12286181834046
poi,international_mall,International Mall,,0,point,-97.06969396579137,36.12390944448634
poi,theta_pond,Theta Pond Area,,0,point,-97.07082385110049,36.11998211067011
road,road_001,Hall of Fame,road_001,0,intersection,-97.07573548894129,36.12675284522005
road,road_001,Hall of Fame,road_001,1,intersection,-97.07184949387302,36.1267439786227
road,road_001,Hall of Fame,road_001,2,intersection,-97.06945642346375,36.126761711816386
road,road_001,Hall of Fame,road_001,3,curve,-97.06674500882573,36.12696564325588
road,road_001,Hall of Fame,road_001,4,intersection,-97.06273938754723,36.12676120898347
road,road_002,Clevland Street,road_002,0,intersection,-97.07574171050645,36.12675974318995
road,road_002,Clevland Street,road_002,1,intersection,-97.07574171050645,36.12465430244354
road,road_002,Clevland Street,road_002,2,intersection,-97.07569936124929,36.12295409586347
road,road_002,Clevland Street,road_002,3,intersection,-97.0757128037816,36.12148492715368
road,road_002,Clevland Street,road_002,4,intersection,-97.07535433625398,36.1209716164875
road,road_003,Farm Road,road_003,0,intersection,-97.07575353872791,36.124663430005
road,road_003,Farm Road,road_003,1,intersection,-97.07434410958528,36.124604204420436
road,road_003,Farm Road,road_003,2,intersection,-97.07305688528162,36.124604204420436
road,road_003,Farm Road,road_003,3,intersection,-97.07183483689204,36.12457788192406
road,road_004,Lincoln Street,road_004,0,intersection,-97.07306334703243,36.12673744754908
road,road_004,Lincoln Street,road_004,1,intersection,-97.07305107560533,36.12462620281309
road,road_005,Monroe Street,road_005,0,intersection,-97.07187301860341,36.12674735936229
road,road_005,Monroe Street,road_005,1,intersection,-97.07186074717632,36.12455681821956
road,road_005,Monroe Street,road_005,2,intersection,-97.07184847574919,36.12347639306504
road,road_005,Monroe Street,road_005,3,intersection,-97.0718362043221,36.121553397749004
road,road_005,Monroe Street,road_005,4,intersection,-97.07187301860341,36.11967000616543
road,road_006,University Circle,road_006,0,intersection,-97.07560353244277,36.11963035533072
road,road_006,University Circle,road_006,1,curve,-97.07561580386987,36.12076039627309
road,road_006,University Circle,road_006,2,intersection,-97.07537037532782,36.120958647392975
road,road_006,University Circle,road_006,3,curve,-97.07457273256611,36.12087934700509
road,road_006,University Circle,road_006,4,intersection,-97.07447456114929,36.119660093458634
road,road_007,University Avenue,road_007,0,intersection,-97.07560353244277,36.119610529905856
road,road_007,University Avenue,road_007,1,intersection,-97.07448683257638,36.11965018075058
road,road_007,University Avenue,road_007,2,intersection,-97.07186074717632,36.119660093458634
road,road_007,University Avenue,road_007,3,intersection,-97.06690309062665,36.11970965698012
road,road_007,University Avenue,road_007,4,intersection,-97.0651659346127,36.119729251219624
road,road_008,Drummond Lane,road_008,0,intersection,-97.0756926394752,36.122967017433545
road,road_008,Drummond Lane,road_008,1,intersection,-97.07303423551402,36.12299119006182
road,road_009,West Athletic Avenue,road_009,0,intersection,-97.07301927263994,36.12347464106416
road,road_009,West Athletic Avenue,road_009,1,intersection,-97.07184718083717,36.12345449733185
road,road_009,West Athletic Avenue,road_009,2,intersection,-97.07051666866082,36.12348267349029
road,road_010,Wentz Lane,road_010,0,intersection,-97.07567412254525,36.12147274211059
road,road_010,Wentz Lane,road_010,1,curve,-97.07381233984681,36.121414053683786
road,road_010,Wentz Lane,road_010,2,curve,-97.07381233984681,36.12130401276529
road,road_010,Wentz Lane,road_010,3,intersection,-97.07285202979321,36.12128205869509
road,road_011,Washington Street,road_011,0,intersection,-97.06943726701978,36.12677169624132
road,road_011,Washington Street,road_011,1,curve,-97.06940998785035,36.12544965828136
road,road_011,Washington Street,road_011,2,curve,-97.06899170725252,36.12492083686304
road,road_011,Washington Street,road_011,3,curve,-97.06813273965896,36.12452226016697
road,road_011,Washington Street,road_011,4,intersection,-97.06784946311217,36.12436725757196
road,road_012,Hester Street,road_012,0,intersection,-97.0678586010653,36.124359876488384
road,road_012,Hester Street,road_012,1,intersection,-97.06773066972157,36.12343723557488
road,road_012,Hester Street,road_012,2,intersection,-97.06770325586221,36.12173954796186
road,road_012,Hester Street,road_012,3,curve,-97.06757349128715,36.120324963511685
road,road_012,Hester Street,road_012,4,curve,-97.06699688519161,36.11996854636806
road,road_012,Hester Street,road_012,5,intersection,-97.06688657793855,36.119713383100994
road,road_013,Parkinglot Thru Road,road_013,0,intersection,-97.0678670589993,36.12438780209056
road,road_013,Parkinglot Thru Road,road_013,1,intersection,-97.06512323434002,36.124420636072486
road,road_014,East Athletic Avenue,road_014,0,intersection,-97.06771961677886,36.12346585304005
road,road_014,East Athletic Avenue,road_014,1,intersection,-97.06510273658392,36.12344377699445
road,road_015,Morrill Avenue,road_015,0,intersection,-97.06769093638766,36.12172370179976
road,road_015,Morrill Avenue,road_015,1,intersection,-97.06510958367336,36.12174029434498
road,road_016,Knoblock Street,road_016,0,intersection,-97.06506165404735,36.12524124295701
road,road_016,Knoblock Street,road_016,1,intersection,-97.06510958367333,36.12443377103153
road,road_016,Knoblock Street,road_016,2,intersection,-97.06509588949449,36.123742435728516
road,road_016,Knoblock Street,road_016,3,intersection,-97.06509588949449,36.12345483844931
road,road_016,Knoblock Street,road_016,4,intersection,-97.06506850113678,36.1221772301075
road,road_016,Knoblock Street,road_016,5,intersection,-97.06508219531564,36.12176241773319
road,road_016,Knoblock Street,road_016,6,intersection,-97.06506898296897,36.120625349444715
road,road_016,Knoblock Street,road_016,7,intersection,-97.06514506174038,36.11973629920909
road,road_017,University Thru Road,road_017,0,intersection,-97.06514043361514,36.11972475582935
road,road_017,University Thru Road,road_017,1,intersection,-97.06406817941074,36.11971728899274
road,road_018,South West Street,road_018,0,intersection,-97.06408664380245,36.12063457439818
road,road_018,South West Street,road_018,1,intersection,-97.06407741160659,36.11973966193501
road,road_019,Maple Avenue,road_019,0,intersection,-97.06508372095492,36.12063457439818
road,road_019,Maple Avenue,road_019,1,intersection,-97.06410510819418,36.120627116836474
road,road_019,Maple Avenue,road_019,2,intersection,-97.06393892866875,36.12064948951949
road,road_019,Maple Avenue,road_019,3,intersection,-97.06273874320748,36.12064948951949
road,road_020,Elm Avenue,road_020,0,intersection,-97.06505602436737,36.122170817007955
road,road_020,Elm Avenue,road_020,1,intersection,-97.06391096380398,36.122178216497346
road,road_020,Elm Avenue,road_020,2,intersection,-97.0627842242096,36.122185615986055
road,road_021,Miller Avenue,road_021,0,intersection,-97.065098974815,36.123737581023946
road,road_021,Miller Avenue,road_021,1,intersection,-97.063964472542,36.12372280054924
road,road_021,Miller Avenue,road_021,2,intersection,-97.06273847815021,36.12375236149587
road,road_022,Matthews Avenue,road_022,0,intersection,-97.06507152717936,36.12524517482533
road,road_022,Matthews Avenue,road_022,1,intersection,-97.0639095772707,36.125267345106394
road,road_022,Matthews Avenue,road_022,2,intersection,-97.06272932893832,36.12525256491972
road,road_023,Duck Street,road_023,0,intersection,-97.06272686262645,36.12678490907821
road,road_023,Duck Street,road_023,1,intersection,-97.06271466558337,36.125264635736436
road,road_023,Duck Street,road_023,2,intersection,-97.06271466558337,36.123760532297794
road,road_023,Duck Street,road_023,3,intersection,-97.0627644683819,36.12219162519882
road,road_023,Duck Street,road_023,4,intersection,-97.06275200234191,36.12064089323531
road,road_024,North West Street,road_024,0,intersection,-97.0639238101009,36.12525272046109
road,road_024,North West Street,road_024,1,intersection,-97.0639238101009,36.123732257141754
road,road_024,North West Street,road_024,2,intersection,-97.06391134406091,36.12218155560954
road,road_024,North West Street,road_024,3,intersection,-97.06391134406091,36.12064089323531
road_intersection,road_intersection_001,Hall of Fame;Clevland Street,,0,point,-97.07573859972386,36.126756294205066
road_intersection,road_intersection_002,Hall of Fame;Lincoln Street,,0,point,-97.07306334703243,36.12673744754908
road_intersection,road_intersection_003,Hall of Fame;Monroe Street,,0,point,-97.0718651708463,36.12674512341452
road_intersection,road_intersection_004,Hall of Fame;Washington Street,,0,point,-97.06944359385437,36.12676552463745
road_intersection,road_intersection_005,Hall of Fame;Duck Street,,0,point,-97.06273312508682,36.12677305903173
road_intersection,road_intersection_006,Clevland Street;Farm Road,,0,point,-97.07574762461718,36.1246588662244
road_intersection,road_intersection_007,Clevland Street;University Circle,,0,point,-97.0753623557909,36.12096513194051
road_intersection,road_intersection_008,Clevland Street;Drummond Lane,,0,point,-97.07569600036224,36.12296055664876
road_intersection,road_intersection_009,Clevland Street;Wentz Lane,,0,point,-97.07569346316342,36.12147883463238
road_intersection,road_intersection_010,Farm Road;Lincoln Street,,0,point,-97.07305398044349,36.12461520361754
road_intersection,road_intersection_011,Farm Road;Monroe Street,,0,point,-97.07185215082717,36.124571047632344
road_intersection,road_intersection_012,Monroe Street;University Avenue,,0,point,-97.07186688288986,36.119665049812184
road_intersection,road_intersection_013,Monroe Street;West Athletic Avenue,,0,point,-97.0718479008195,36.12346388403212
road_intersection,road_intersection_014,University Circle;University Avenue,,0,point,-97.07560353244277,36.11962044261892
road_intersection,road_intersection_015,University Circle;University Avenue,,0,point,-97.07448069686282,36.11965513710477
road_intersection,road_intersection_016,University Avenue;Hester Street,,0,point,-97.0668948342826,36.119711520040575
road_intersection,road_intersection_017,University Avenue;Knoblock Street;University Thru Road,,0,point,-97.06515047665607,36.11973010208616
road_intersection,road_intersection_018,Washington Street;Hester Street;Parkinglot Thru Road,,0,point,-97.06785837439226,36.124371645384514
road_intersection,road_intersection_019,Hester Street;East Athletic Avenue,,0,point,-97.06772514325021,36.12345154430877
road_intersection,road_intersection_020,Hester Street;Morrill Avenue,,0,point,-97.06769709612493,36.121731624881214
road_intersection,road_intersection_021,Parkinglot Thru Road;Knoblock Street,,0,point,-97.06511640900668,36.12442720355229
road_intersection,road_intersection_022,East Athletic Avenue;Knoblock Street,,0,point,-97.06509931303921,36.12344930772207
road_intersection,road_intersection_023,Morrill Avenue;Knoblock Street,,0,point,-97.06509588949449,36.12175135603985
road_intersection,road_intersection_024,Knoblock Street;Maple Avenue,,0,point,-97.06507393099923,36.12063146230588
road_intersection,road_intersection_025,Knoblock Street;Elm Avenue,,0,point,-97.06506226275208,36.12217402355779
road_intersection,road_intersection_026,Knoblock Street;Miller Avenue,,0,point,-97.06509743215472,36.12374000837627
road_intersection,road_intersection_027,Knoblock Street;Matthews Avenue,,0,point,-97.06506659061336,36.12524320889119
road_intersection,road_intersection_028,University Thru Road;South West Street,,0,point,-97.06407279550865,36.119728475464676
road_intersection,road_intersection_029,South West Street;Maple Avenue,,0,point,-97.06409278148065,36.12063043406826
road_intersection,road_intersection_030,Maple Avenue;Duck Street,,0,point,-97.06274537277469,36.12064519137751
road_intersection,road_intersection_031,Maple Avenue;North West Street,,0,point,-97.06392513636483,36.12064519137751
road_intersection,road_intersection_032,Elm Avenue;Duck Street,,0,point,-97.06277434629575,36.122188620592496
road_intersection,road_intersection_033,Elm Avenue;North West Street,,0,point,-97.06391115393245,36.12217988605345
road_intersection,road_intersection_034,Miller Avenue;Duck Street,,0,point,-97.06272657186679,36.123756446896934
road_intersection,road_intersection_035,Miller Avenue;North West Street,,0,point,-97.06394122710768,36.123726993683604
road_intersection,road_intersection_036,Matthews Avenue;Duck Street,,0,point,-97.06272199726084,36.12525860032831
road_intersection,road_intersection_037,Matthews Avenue;North West Street,,0,point,-97.0639166936858,36.12526003278408
sidewalk,sidewalk_001,,sidewalk_001,0,intersection,-97.07562598355459,36.12669418679078
sidewalk,sidewalk_001,,sidewalk_001,1,curve,-97.07561976859913,36.12657370874962
sidewalk,sidewalk_001,,sidewalk_001,2,curve,-97.07557626391103,36.126523509511216
sidewalk,sidewalk_001,,sidewalk_001,3,curve,-97.07556383400015,36.1262172934618
sidewalk,sidewalk_001,,sidewalk_001,4,curve,-97.07563219851002,36.126136974300266
sidewalk,sidewalk_001,,sidewalk_001,5,curve,-97.07561976859913,36.125911076217825
sidewalk,sidewalk_001,,sidewalk_001,6,intersection,-97.07562598355456,36.12519321799614
sidewalk,sidewalk_001,,sidewalk_001,7,intersection,-97.07563219851002,36.12478659609108
sidewalk,sidewalk_001,,sidewalk_001,8,intersection,-97.0749547683668,36.124791616127446
sidewalk,sidewalk_001,,sidewalk_001,9,intersection,-97.0749485478826,36.12485191012825
sidewalk,sidewalk_001,,sidewalk_001,10,intersection,-97.07479240684341,36.12485191012825
sidewalk,sidewalk_001,,sidewalk_001,11,intersection,-97.0746237745211,36.12476614816557
sidewalk,sidewalk_001,,sidewalk_001,12,intersection,-97.07441142270781,36.12476614816557
sidewalk,sidewalk_001,,sidewalk_001,13,intersection,-97.07441142270781,36.125194957042005
sidewalk,sidewalk_001,,sidewalk_001,14,intersection,-97.07561058588873,36.125200001838365
sidewalk,sidewalk_002,,sidewalk_002,0,intersection,-97.07459254631326,36.12476110334133
sidewalk,sidewalk_002,,sidewalk_002,1,intersection,-97.0745051073313,36.12470561025316
sidewalk,sidewalk_003,,sidewalk_003,0,intersection,-97.07440517706623,36.12476614816557
sidewalk,sidewalk_003,,sidewalk_003,1,intersection,-97.07423654474393,36.1247711929895
sidewalk,sidewalk_004,,sidewalk_004,0,intersection,-97.07437394885841,36.12483173085135
sidewalk,sidewalk_004,,sidewalk_004,1,intersection,-97.07426152731018,36.1247711929895
sidewalk,sidewalk_005,,sidewalk_005,0,intersection,-97.07426777295176,36.12486199976476
sidewalk,sidewalk_005,,sidewalk_005,1,intersection,-97.07425528166863,36.1247711929895
sidewalk,sidewalk_006,,sidewalk_006,0,intersection,-97.07423027687798,36.124766143677725
sidewalk,sidewalk_006,,sidewalk_006,1,intersection,-97.07420527208735,36.12470050259508
sidewalk,sidewalk_007,,sidewalk_007,0,intersection,-97.07422402568034,36.124761094365624
sidewalk,sidewalk_007,,sidewalk_007,1,intersection,-97.07359265471696,36.1247560450532
sidewalk,sidewalk_007,,sidewalk_007,2,intersection,-97.07353639393806,36.12484188332027
sidewalk,sidewalk_007,,sidewalk_007,3,intersection,-97.07348013315915,36.124877228461784
sidewalk,sidewalk_007,,sidewalk_007,4,intersection,-97.07346137956617,36.125069101809444
sidewalk,sidewalk_007,,sidewalk_007,5,intersection,-97.07351131737178,36.125074143854796
sidewalk,sidewalk_007,,sidewalk_007,6,intersection,-97.0735425285003,36.12486237767109
sidewalk,sidewalk_008,,sidewalk_008,0,intersection,-97.07353004404888,36.125255657271865
sidewalk,sidewalk_008,,sidewalk_008,1,intersection,-97.0735238018232,36.125069101809444
sidewalk,sidewalk_009,,sidewalk_009,0,intersection,-97.07441644009846,36.12521532099323
sidewalk,sidewalk_009,,sidewalk_009,1,intersection,-97.07355395159823,36.125205224495865
sidewalk,sidewalk_010,,sidewalk_010,0,intersection,-97.07351020218155,36.1248316531808
sidewalk,sidewalk_010,,sidewalk_010,1,intersection,-97.07351020218155,36.124750880770826
sidewalk,sidewalk_010,,sidewalk_010,2,intersection,-97.07313520718144,36.124690301408805
sidewalk,sidewalk_011,,sidewalk_011,0,intersection,-97.07331645476484,36.12491242550767
sidewalk,sidewalk_011,,sidewalk_011,1,intersection,-97.07312895726479,36.124690301408805
sidewalk,sidewalk_012,,sidewalk_012,0,intersection,-97.07359145109824,36.1247609773266
sidewalk,sidewalk_012,,sidewalk_012,1,intersection,-97.0735602015149,36.12469534969075
sidewalk,sidewalk_013,,sidewalk_013,0,intersection,-97.07352266865553,36.12534210193423
sidewalk,sidewalk_013,,sidewalk_013,1,intersection,-97.07353517960864,36.125397681956514
sidewalk,sidewalk_013,,sidewalk_013,2,intersection,-97.07393553010856,36.125670528767884
sidewalk,sidewalk_013,,sidewalk_013,3,intersection,-97.073929274632,36.125817057219614
sidewalk,sidewalk_013,,sidewalk_013,4,intersection,-97.07331623792902,36.125817057219614
sidewalk,sidewalk_014,,sidewalk_014,0,intersection,-97.07351641317896,36.125806951817935
sidewalk,sidewalk_014,,sidewalk_014,1,intersection,-97.07377914319454,36.12556442178727
sidewalk,sidewalk_014,,sidewalk_014,2,intersection,-97.07389160321206,36.125478631256534
sidewalk,sidewalk_014,,sidewalk_014,3,intersection,-97.07389787411267,36.12563565170306
sidewalk,sidewalk_014,,sidewalk_014,4,intersection,-97.07372228889464,36.12571162922571
sidewalk,sidewalk_014,,sidewalk_014,5,intersection,-97.07361568358371,36.12559513032757
sidewalk,sidewalk_014,,sidewalk_014,6,intersection,-97.07369093439142,36.12541278387903
sidewalk,sidewalk_014,,sidewalk_014,7,intersection,-97.07379753970238,36.125357066824165
sidewalk,sidewalk_014,,sidewalk_014,8,intersection,-97.07390389739412,36.12535706682417
sidewalk,sidewalk_014,,sidewalk_014,9,intersection,-97.07389153022982,36.12546694924351
sidewalk,sidewalk_015,,sidewalk_015,0,intersection,-97.07355761679369,36.12535207216509
sidewalk,sidewalk_015,,sidewalk_015,1,intersection,-97.07377404216895,36.12537205079949
sidewalk,sidewalk_016,,sidewalk_016,0,intersection,-97.07452039913856,36.12562323960139
sidewalk,sidewalk_016,,sidewalk_016,1,intersection,-97.07452039913856,36.12581916630888
sidewalk,sidewalk_016,,sidewalk_016,2,intersection,-97.07394819212854,36.125824190064186
sidewalk,sidewalk_017,,sidewalk_017,0,intersection,-97.0745452777042,36.125924665102666
sidewalk,sidewalk_017,,sidewalk_017,1,intersection,-97.07455771698703,36.12665310528556
sidewalk,sidewalk_018,,sidewalk_018,0,intersection,-97.07567725244141,36.126663152689105
sidewalk,sidewalk_018,,sidewalk_018,1,intersection,-97.07457997614695,36.126672682658295
sidewalk,sidewalk_018,,sidewalk_018,2,intersection,-97.07198426878371,36.12666791767384
sidewalk,sidewalk_019,,sidewalk_019,0,intersection,-97.07567725244141,36.12424250304256
sidewalk,sidewalk_019,,sidewalk_019,1,intersection,-97.07488084222769,36.12423297277832
sidewalk,sidewalk_019,,sidewalk_019,2,intersection,-97.07488084222769,36.124323510241844
sidewalk,sidewalk_020,,sidewalk_020,0,intersection,-97.07489262637843,36.124242602727726
sidewalk,sidewalk_020,,sidewalk_020,1,intersection,-97.07445072072605,36.124242602727726
sidewalk,sidewalk_020,,sidewalk_020,2,intersection,-97.07443892609218,36.124552229734654
sidewalk,sidewalk_021,,sidewalk_021,0,intersection,-97.07444482865533,36.1242470950239
sidewalk,sidewalk_021,,sidewalk_021,1,intersection,-97.07443893335572,36.12391852516282
sidewalk,sidewalk_021,,sidewalk_021,2,intersection,-97.07486339492853,36.1239042394855
sidewalk,sidewalk_021,,sidewalk_021,3,intersection,-97.07486929022814,36.12425185689584
sidewalk,sidewalk_022,,sidewalk_022,0,intersection,-97.0748751927913,36.12390857894937
sidewalk,sidewalk_022,,sidewalk_022,1,intersection,-97.07562481831086,36.12390857894937
sidewalk,sidewalk_022,,sidewalk_022,2,intersection,-97.07563073866586,36.12423854529172
sidewalk,sidewalk_023,,sidewalk_023,0,intersection,-97.0756248130441,36.12391785818212
sidewalk,sidewalk_023,,sidewalk_023,1,intersection,-97.07563666428757,36.123568451332645
sidewalk,sidewalk_023,,sidewalk_023,2,intersection,-97.07488411032789,36.12358281054889
sidewalk,sidewalk_023,,sidewalk_023,3,intersection,-97.07488411032789,36.123903499027165
sidewalk,sidewalk_024,,sidewalk_024,0,intersection,-97.07445746556336,36.123903499027165
sidewalk,sidewalk_024,,sidewalk_024,1,intersection,-97.07443971057386,36.12359276620898
sidewalk,sidewalk_024,,sidewalk_024,2,intersection,-97.07490725863049,36.12358798569448
sidewalk,sidewalk_025,,sidewalk_025,0,intersection,-97.07443515034252,36.12357845208961
sidewalk,sidewalk_025,,sidewalk_025,1,intersection,-97.07444698215158,36.12337297390441
sidewalk,sidewalk_025,,sidewalk_025,2,intersection,-97.07562215536606,36.123382514059934
sidewalk,sidewalk_025,,sidewalk_025,3,intersection,-97.07563398717511,36.12354976376596
sidewalk,sidewalk_026,,sidewalk_026,0,intersection,-97.07421417008942,36.12453891902753
sidewalk,sidewalk_026,,sidewalk_026,1,intersection,-97.07422008599394,36.12414230271417
sidewalk,sidewalk_026,,sidewalk_026,2,intersection,-97.07414909513966,36.12411841010117
sidewalk,sidewalk_026,,sidewalk_026,3,intersection,-97.07412543152157,36.12391293332928
sidewalk,sidewalk_026,,sidewalk_026,4,intersection,-97.07413134742609,36.123764798578705
sidewalk,sidewalk_026,,sidewalk_026,5,intersection,-97.07422008599394,36.12375046294285
sidewalk,sidewalk_026,,sidewalk_026,6,intersection,-97.07422600189847,36.12356409943847
sidewalk,sidewalk_026,,sidewalk_026,7,intersection,-97.07430290865727,36.123554542323745
sidewalk,sidewalk_027,,sidewalk_027,0,intersection,-97.0742675005357,36.12336863674085
sidewalk,sidewalk_027,,sidewalk_027,1,intersection,-97.0741907829389,36.123373403556165
sidewalk,sidewalk_027,,sidewalk_027,2,intersection,-97.0742084869997,36.12355454232375
sidewalk,sidewalk_028,,sidewalk_028,0,intersection,-97.07418488158531,36.1233781703712
sidewalk,sidewalk_028,,sidewalk_028,1,intersection,-97.07303411763344,36.12336863674085
sidewalk,sidewalk_028,,sidewalk_028,2,intersection,-97.07303411763344,36.123416304881
sidewalk,sidewalk_028,,sidewalk_028,3,intersection,-97.07196007127837,36.12339723762842
sidewalk,sidewalk_029,,sidewalk_029,0,intersection,-97.0730661916194,36.12357307950538
sidewalk,sidewalk_029,,sidewalk_029,1,intersection,-97.07194242042188,36.123563574549124
sidewalk,sidewalk_030,,sidewalk_030,0,intersection,-97.07289556667317,36.1235255547126
sidewalk,sidewalk_030,,sidewalk_030,1,intersection,-97.07287776302104,36.12373647374576
sidewalk,sidewalk_030,,sidewalk_030,2,intersection,-97.07296094909739,36.123755671799785
sidewalk,sidewalk_030,,sidewalk_030,3,intersection,-97.07295500723481,36.123938053078895
sidewalk,sidewalk_031,,sidewalk_031,0,intersection,-97.07293718164702,36.12387086002536
sidewalk,sidewalk_031,,sidewalk_031,1,intersection,-97.07228951862432,36.12388045903653
sidewalk,sidewalk_032,,sidewalk_032,0,intersection,-97.07258640853479,36.12389484770213
sidewalk,sidewalk_032,,sidewalk_032,1,intersection,-97.07258047073658,36.12410108495266
sidewalk,sidewalk_033,,sidewalk_033,0,intersection,-97.0730601510891,36.12410586838405
sidewalk,sidewalk_033,,sidewalk_033,1,intersection,-97.07259231469591,36.12409630152101
sidewalk,sidewalk_034,,sidewalk_034,0,intersection,-97.07259231469591,36.124134568966184
sidewalk,sidewalk_034,,sidewalk_034,1,intersection,-97.07228437175358,36.12412978553657
sidewalk,sidewalk_035,,sidewalk_035,0,intersection,-97.07294704396583,36.124120227179496
sidewalk,sidewalk_035,,sidewalk_035,1,intersection,-97.0729529554232,36.124521320364764
sidewalk,sidewalk_036,,sidewalk_036,0,intersection,-97.07328399703646,36.12417752633143
sidewalk,sidewalk_036,,sidewalk_036,1,intersection,-97.07313621060199,36.124039053309325
sidewalk,sidewalk_036,,sidewalk_036,2,intersection,-97.07294704396583,36.124039053309325
sidewalk,sidewalk_036,,sidewalk_036,3,intersection,-97.07294113250845,36.1240963525205
sidewalk,sidewalk_037,,sidewalk_037,0,intersection,-97.07293522105108,36.12404860318076
sidewalk,sidewalk_037,,sidewalk_037,1,intersection,-97.07294113250845,36.123948329472746
sidewalk,sidewalk_038,,sidewalk_038,0,intersection,-97.07343020872379,36.12292024561505
sidewalk,sidewalk_038,,sidewalk_038,1,intersection,-97.07343020872375,36.12241526922994
sidewalk,sidewalk_038,,sidewalk_038,2,intersection,-97.07338315260657,36.12230599035483
sidewalk,sidewalk_038,,sidewalk_038,3,intersection,-97.07332433246007,36.122049421963276
sidewalk,sidewalk_038,,sidewalk_038,4,intersection,-97.07263025473145,36.12204467068885
sidewalk,sidewalk_038,,sidewalk_038,5,intersection,-97.07204793528115,36.12204467068885
sidewalk,sidewalk_038,,sidewalk_038,6,intersection,-97.07223027773529,36.122206213857744
sidewalk,sidewalk_038,,sidewalk_038,7,intersection,-97.07255967055565,36.122191960062096
sidewalk,sidewalk_038,,sidewalk_038,8,intersection,-97.07264201876073,36.12204467068885
sidewalk,sidewalk_039,,sidewalk_039,0,intersection,-97.07220086766203,36.12220146259282
sidewalk,sidewalk_039,,sidewalk_039,1,intersection,-97.07194205901747,36.12221571638674
sidewalk,sidewalk_040,,sidewalk_040,0,intersection,-97.07195973647103,36.122696446773155
sidewalk,sidewalk_040,,sidewalk_040,1,intersection,-97.07250051166167,36.122696446773155
sidewalk,sidewalk_040,,sidewalk_040,2,intersection,-97.0725299016177,36.122440055156325
sidewalk,sidewalk_040,,sidewalk_040,3,intersection,-97.07197149245344,36.12243530715553
sidewalk,sidewalk_041,,sidewalk_041,0,intersection,-97.07195973647103,36.12251602313009
sidewalk,sidewalk_041,,sidewalk_041,1,intersection,-97.07228890397839,36.12252551912163
sidewalk,sidewalk_041,,sidewalk_041,2,intersection,-97.07240646380244,36.1224827871506
sidewalk,sidewalk_041,,sidewalk_041,3,intersection,-97.07241233134953,36.12254914098698
